RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8086551133988273469,34757157793826095626841445693,3706305449699988601,1866036854,3473737896946584693,3623486969687260477,1868849981,1917926717,1884372285,1886862653,1884372285,1883323709,8026670631242912061,1
8086551133989322045,34757157812196259003440253245,3551706456891216949,1866035818,8678483994702985277,3623486969687260477,1867397181,1886862653,1884372285,1886862653,1883323709,1884372285,8020404548820621629,0
8086551133985783101,34757157793749538826877359421,3623833577756574841,1867407978,8678483994702985277,3623486969687260477,1882810173,1917926717,8236572941476380989,1886862653,1883323709,1884372285,8092457710450862393,0
8086551133986831677,34757157793749534433124440381,15299435446109486213900097364,1866033779,3473737896946584693,3623486969687260477,1882810173,1886862653,1884372285,1886862653,1883323709,1883323709,8086546774626815293,0
8086551134005050685,34757157627661241985296130877,8599964549339233597,1866032745,8678483994702985277,3473525673970054005,1868853053,1884372285,8020465030584685885,1883323709,1883323709,1884372285,8092513828529588015,1
8086551134006099261,34757157830719583765638109501,3473461069007045685,1867407985,3473737896946584693,3623486969687260477,1886680893,1916878141,8092540208200901931,1883323709,1883323709,1884372285,8092466510857071925,0
8086551134002560317,34757157812190066214599869757,8678266291319029053,1866031721,3473737896946584693,3623486969687260477,1868838973,1869036861,1884372285,1883323709,1884372285,1883323709,8092531407830737209,1
8086551134003608893,34757157830719555191219640637,66732503542185632793817677806257519933,1869903465,14990006938789327562078240061,3623486969687260477,1868851005,1916878141,8092466545201073973,1883323709,1884372285,1883323709,8092540225379324715,1
8086551134021827901,34757157793809479755582890813,64385498606604457775310842488297045309,1869885289,3473737896946584693,3473525673970054005,1868838973,1916878141,8092540208198083961,1883323709,1883323709,1883323709,8092457736252842295,0
8086551134022876477,34757157812112097697608849725,3623487231613102700,1866018675,14990006938789327562078240061,3623486969687260477,1866019901,1886862653,8092527035533381428,1886862653,1883323709,1883323709,8103227469830644541,0
8086629237968551229,34757157793743308993996868925,861564733,1866035826,14990006938789327562078240061,3473525673970054005,1882812221,1886862653,8092466562379893559,1883323709,1883323709,1883323709,8086620428988797245,0
8086629237969599805,34757157812200773301778403645,8813055421867703613,1866035825,8678483994702985277,3473525673970054005,1868853053,1884174397,8092540225394724660,1883323709,1883323709,1884372285,8092518226541497661,0
8086629237966060861,34757157793737422161497118013,3634252588716025661,1866033780,3473737896946584693,3473525673970054005,1866019901,1917926717,1884372285,1886862653,1883323709,1883323709,8092466510854246197,0
8086629237967109437,34757157793677472449631310141,862208317,1869886319,3473737896946584693,3473525673970054005,1868847421,1867595069,1884372285,1886862653,1884372285,1883323709,8242821423125581117,0
8086629237985328445,34757157812124196723544125245,15299435446089519082771860797,1869887350,8678483994702985277,3623486969687260477,1868853053,1884372285,8092462164348725556,1883323709,1884372285,1883323709,8092518226538686767,0
8086629237986377021,34757157812272802312811400509,8811980099495738685,1869902441,8678483994702985277,3473525673970054005,1886678845,1869036861,8092535818758277945,1883323709,1883323709,1883323709,8092457757713722667,0
8086629237982838077,34757157830643018465967301437,15299330115324931569244915005,1867409008,3473737896946584693,3623486969687260477,1882806589,1884372285,1884372285,1883323709,1883323709,1884372285,8092535805856596793,0
8086629237983886653,34757157812128695925141756221,68368335731884534041292849570352545085,1866031731,3473737896946584693,3473525673970054005,1886679869,1886862653,8092462155757409146,1883323709,1883323709,1884372285,8031178654671263037,0
8086629238002105661,34757157793677448251800963389,159784852522777556912203231486326291773,1866020722,14990006938789327562078240061,3623486969687260477,1867409213,1870085437,8092457757727673210,1886862653,1884372285,1883323709,8092518230851797813,0
8086629238003154237,34757157812112075707372434237,3700403606184210291,1868850794,14990006938789327562078240061,3473525673970054005,1886680893,1867595069,8092535814433621813,1883323709,1883323709,1884372285,8092462134283944756,0
8086629233673583933,34757157812117986673294788925,3551448088817120107,1867407977,14990006938789327562078240061,3623486969687260477,1868852029,1916878141,8092462134286440239,1883323709,1883323709,1883323709,8103162581445471037,1
8086629233674632509,34757157830636830122482745661,3623551832283305012,1869899377,3473737896946584693,3623486969687260477,1886662717,1870085437,8092535818724722488,1883323709,1883323709,1883323709,8026592604572050237,0
8086629233671093565,34757157812190066274747642685,15563075315915754928163340605,1866036853,3473737896946584693,3623486969687260477,1884182845,1916878141,8092462112807732015,1883323709,1884372285,1884372285,8092522633208685945,0
8086629233672142141,34757157793671264589816415549,15229075561402248256923581757,1867413109,3473737896946584693,3473525673970054005,1867411261,1866546493,1884372285,1883323709,1884372285,1884372285,8092457749107004733,1
8086629233690361149,34757157812200762323858771261,15562962219438393906400218429,1867407987,14990006938789327562078240061,3473525673970054005,1868838973,1916878141,8092457757713716025,1886862653,1883323709,1884372285,8092531412088284472,0
8086629233691409725,34757157793737426611080745277,863006525,1867411057,8678483994702985277,3473525673970054005,1882809149,1885814077,1884372285,1886862653,1883323709,1884372285,8092513819905060152,0
8086629233687870781,34757157793681943042435007805,3479713742643480893,1866034800,3473737896946584693,3473525673970054005,1886676797,1870085437,1884372285,1886862653,1883323709,1884372285,8020408942570727229,0
8086629233688919357,34757157812118008659266989885,15891864437952851174111195721,1866036841,14990006938789327562078240061,3473525673970054005,1867397181,1866546493,8092531429270972724,1883323709,1883323709,1883323709,8242830244985585981,1
8086629233707138365,34757157812118019658643620157,8678237991781952317,1866037874,3473737896946584693,3473525673970054005,1886677821,1886862653,8092466545217848111,1883323709,1883323709,1883323709,8026653039076136253,0
8086629233708186941,34757157812200786504527078205,37202809929452875510768024893,1866033776,8678483994702985277,3623486969687260477,1886680893,1886862653,1884372285,1886862653,1883323709,1883323709,8092518213673372538,0
8086629229378616637,34757157812272797884700119357,2020634929,1866037876,14990006938789327562078240061,3473525673970054005,1886676797,1916878141,8092531420682086778,1883323709,1883323709,1883323709,8092531403515120427,0
8086629229379665213,34757157793749510531684200253,15563075371766542066523593021,1867407983,14990006938789327562078240061,3473525673970054005,1886675773,1866546493,8242839062538052413,1883323709,1883323709,1883323709,8092462160039469433,0
8086629229376126269,34757157793754038032769971005,8606171292478029117,1867413109,14990006938789327562078240061,3623486969687260477,1868853053,1870085437,8236655404880651069,1886862653,1883323709,1883323709,8092527009749618486,0
8086629229377174845,34757157793681980722198507325,842293621,1867411059,8678483994702985277,3473525673970054005,1868837949,1883323709,1884372285,1886862653,1883323709,1884372285,8103231859269778749,0
8086629229395393853,34757157793826075844174238013,14918400533232361732885790013,1867409007,3473737896946584693,3623486969687260477,1867396157,1870085437,8092462160036980090,1886862653,1883323709,1884372285,8092527031225511221,0
8086629229396442429,34757157793754042426521506109,37820571152479744922210693949,1866032753,3473737896946584693,3473525673970054005,1882806589,1886862653,8092535780070020916,1883323709,1883323709,1883323709,8020404553114140989,0
8086629229392903485,34757157812112088897251919165,3700403606239264061,1869901424,8678483994702985277,3623486969687260477,1882806589,1884174397,8092466558098888491,1886862653,1883323709,1884372285,8092535780071396153,0
8086629229393952061,34757157793743313679855081789,15563075021271975795836481341,1866036842,8678483994702985277,3623486969687260477,1886678845,1869036861,1884372285,1886862653,1884372285,1884372285,8092462138598189433,0
8086629229412171069,34757157812112084507761788221,15918244591841168385648966973,1866036854,3473737896946584693,3623486969687260477,1886664765,1866546493,8026670631226141501,1883323709,1883323709,1883323709,8092457753418744125,0
8086629229413219645,34757157812190066257566325053,3623551853789144893,1869885300,8678483994702985277,3623486969687260477,1882806589,1886862653,1884372285,1886862653,1883323709,1883323709,8092518213670555965,0
8086629225083649341,34757157812124220878454481725,36936788419082768704281933629,1919185522,3473737896946584693,3623486969687260477,1886678845,1885814077,8092527009767446325,1883323709,1883323709,1884372285,8092518209375593785,0
8086629225084697917,34757157627661279364417143101,66925830797923042605950751123192506977,1868850806,8678483994702985277,3473525673970054005,1886673213,1866546493,1884372285,1886862653,1883323709,1883323709,8092522633176502063,0
8086629225081158973,34757157812112097981072831293,3562177067482110269,1867394922,14990006938789327562078240061,3623486969687260477,1882809149,1884372285,8236642197822654781,1886862653,1883323709,1884372285,8092535818758275892,0
8086629225082207549,34757157812256208453309514045,8674892942500976957,1868855913,3473737896946584693,3473525673970054005,1882806589,1870085437,8092531424989963641,1883323709,1883323709,1884372285,8092518222260496762,0
8086629225100426557,34757157812124197007011955005,3628018044165379389,1868850806,8678483994702985277,3623486969687260477,1886677821,1917926717,1884372285,1886862653,1883323709,1884372285,8092518230833646393,0
8086629225101475133,34757157812112113077918845245,36963384694737558078888557885,1919168367,8678483994702985277,3473525673970054005,1886676797,1883323709,1884372285,1886862653,1884372285,1884372285,8031174282412768573,0
8086629225097936189,34757157830719541958409668925,15299435280139703235350127421,1869886326,14990006938789327562078240061,3473525673970054005,1868849981,1870085437,8092466545217856820,1886862653,1883323709,1883323709,8242765399569354045,1
8086629225098984765,34757157812184155278792935741,861499197,1866036850,3473737896946584693,3623486969687260477,1886680893,1869036861,8092531433579897131,1883323709,1883323709,1884372285,8086620446168665405,1
8086629225117203773,34757157812190048682593709885,3706287883247762749,1869885297,8678483994702985277,3473525673970054005,1886678845,1916878141,1884372285,1886862653,1884372285,1884372285,8092522620323785017,0
8086629225118252349,34757157627661279364415706429,3473461086305734708,1867414131,3473737896946584693,3623486969687260477,1886676797,1885814077,1884372285,1886862653,1883323709,1883323709,8086546783187061053,0
8086629255148420413,34757157812200773593840051005,8589597245596712253,1866035825,14990006938789327562078240061,3623486969687260477,1882811197,1866546493,8092535818728590136,1883323709,1884372285,1884372285,8092535810154390836,0
8086629255149468989,34757157830702952565638852413,8600016222122099764,1867395951,14990006938789327562078240061,3623486969687260477,1868837949,1884372285,8092466506543882553,1883323709,1884372285,1884372285,8092462138562145583,1
8086629255145930045,34757157793677452636998561597,8606157239377542461,1869887347,3473737896946584693,3473525673970054005,1882812221,1869036861,8092457714762605871,1886862653,1883323709,1884372285,8092513824201065270,0
8086629255146978621,34757157793826099973317288765,2002335281,1867407983,8678483994702985277,3623486969687260477,1868854077,1866546493,1884372285,1883323709,1883323709,1884372285,8092462112794826553,0
8086629255165197629,34757157793743318077868032317,3490115118231336812,1869885300,14990006938789327562078240061,3623486969687260477,1886675773,1866546493,8092527005455698735,1886862653,1883323709,1883323709,8092540225379329333,0
8086629255166246205,34757157812200753506276565821,2051948861,1869887350,14990006938789327562078240061,3473525673970054005,1868847421,1867595069,8236655400568907581,1883323709,1883323709,1884372285,8031169875759545661,1
8086629255162707261,34757157812200740316430944573,15299212203520635001339332432,1869898358,8678483994702985277,3623486969687260477,1886675773,1916878141,8092522581652303158,1883323709,1883323709,1884372285,8086629250883806013,0
8086629255163755837,34757157793681976036372399421,14943869289052401928692266312,1867396970,14990006938789327562078240061,3623486969687260477,1868852029,1867595069,8092466532330458923,1883323709,1884372285,1884372285,8236577339522898237,1
8086629255181974845,34757157793754033639019474749,37201525575185002425181355325,1867409001,14990006938789327562078240061,3623486969687260477,1867411261,1869036861,8092466506576061750,1883323709,1883323709,1884372285,8014562843556209469,1
8086629255183023421,34757157793749510235297891645,3562177402441776445,1919169398,3473737896946584693,3623486969687260477,1868853053,1885814077,8092462108497364857,1883323709,1884372285,1884372285,8014489176277139773,0
8086629250853453117,34757157793826087114183759165,8606156998826868029,1869887337,14990006938789327562078240061,3473525673970054005,1868836925,1866546493,8092540216772611896,1885814077,1883323709,1884372285,8092535775778924856,1
8086629250854501693,34757157812200777712709818685,15582163361398145627843935549,1866020723,14990006938789327562078240061,3473525673970054005,1867408189,1885814077,8092466506546368303,1886862653,1883323709,1884372285,8103227461236844349,1
8086629250850962749,34757157812196282896343324989,2019112569,1866035825,3473737896946584693,3623486969687260477,1886678845,1869036861,8031174278098143549,1885814077,1883323709,1884372285,8092462108516635446,1
8086629250852011325,34757157793671279995899039037,15538859371162472817479466301,1866037875,8678483994702985277,3473525673970054005,1868853053,1886862653,8092531420711767929,1883323709,1883323709,1883323709,8092535827314658095,1
8086629250870230333,34757157627644643762060613949,15610222574840807779966467389,1867412086,3473737896946584693,3473525673970054005,1882811197,1869036861,8236577343820358461,1886862653,1883323709,1884372285,8092513815626860409,0
8086629250871278909,34757157812190086044463874365,3473525940193093437,1869904497,14990006938789327562078240061,3623486969687260477,1886678845,1886862653,8092462151483090229,1886862653,1883323709,1884372285,8092540173825436980,0
8086629250867739965,34757157793665336018807705917,15891585836829142499740776253,1867411049,8678483994702985277,3473525673970054005,1868836925,1883323709,1884372285,1883323709,1883323709,1883323709,8242847858631075645,1
8086629250868788541,34757157812112097981076691261,3623560851646465132,1866019701,14990006938789327562078240061,3473525673970054005,1886676797,1867595069,8092535805859414838,1883323709,1883323709,1884372285,8103227474089562429,0
8086629250887007549,34757157830719588176569519421,844707449,1867407984,3473737896946584693,3473525673970054005,1886675773,1867595069,1884372285,1886862653,1883323709,1884372285,8103227452616174397,0
8086629250888056125,34757157812190061833751457597,861567595,1866034793,3473737896946584693,3623486969687260477,1868855101,1883323709,8092527005451834233,1883323709,1884372285,1883323709,8092531424977046845,0
8086629246558485821,34757157812200762603066577213,36936788419082768704281933629,1866034799,14990006938789327562078240061,3623486969687260477,1886662717,1885814077,8092457714761231673,1883323709,1883323709,1883323709,8092518213656597291,0
8086629246559534397,34757157812196241114867917629,3545532926716755261,1867396970,14990006938789327562078240061,3473525673970054005,1868837949,1866546493,8092466545215360815,1883323709,1883323709,1884372285,8242821448877168957,0
8086629246555995453,34757157812124196727839084861,36937756411556143006289787216,1866032756,14990006938789327562078240061,3473525673970054005,1868855101,1866546493,8092531433600538425,1886862653,1883323709,1883323709,8092531412121831220,0
8086629246557044029,34757157793809446821723325757,15583588409214816208929042493,1869885289,14990006938789327562078240061,3623486969687260477,1868853053,1867595069,8092462138594313016,1883323709,1883323709,1883323709,1884173373,1
8086629246575263037,34757157812200762315271267133,3700062457032557676,1867410033,3473737896946584693,3473525673970054005,1886680893,1916878141,1884372285,1886862653,1884372285,1883323709,8031161088252208957,0
8086629246576311613,34757157793809484192234816829,15227886558004912332365975869,1869885299,3473737896946584693,3473525673970054005,1886663741,1886862653,8242769789046577469,1886862653,1884372285,1884372285,8236581750454307133,0
8086629246572772669,34757157793737389227685401917,14963193434004661350693289277,1869885297,14990006938789327562078240061,3623486969687260477,1886662717,1866546493,8092457740531025719,1883323709,1884372285,1884372285,8092457757695503672,0
8086629246573821245,34757157812117995443620497725,3700095442385059133,1866033776,3473737896946584693,3623486969687260477,1886679869,1916878141,1884372285,1886862653,1883323709,1884372285,8092527014079186743,0
8086629246592040253,34757157812272811121806100797,844710205,1866019698,14990006938789327562078240061,3623486969687260477,1886673213,1916878141,8092531377749190965,1883323709,1883323709,1884372285,8242765399589997885,1
8086629246593088829,34757157793743341970770051389,3473475362725319732,1867412083,8678483994702985277,3623486969687260477,1868849981,1884174397,1884372285,1886862653,1883323709,1883323709,8092518235132487983,0
8086629242263518525,34757157793681984828188606781,844718385,1866036842,8678483994702985277,3473525673970054005,1867412285,1869036861,8092466510838847286,1883323709,1883323709,1884372285,8092522611717074233,1
8086629242264567101,34757157812184137690851536701,37272850925716859623754121533,1868851817,3473737896946584693,3473525673970054005,1886678845,1886862653,8092466532316178743,1883323709,1883323709,1884372285,8092513837100259193,0
8086629242261028157,34757157812128704708331660093,3706305479646330173,1869904498,3473737896946584693,3473525673970054005,1882796093,1916878141,8014562852147513661,1883323709,1883323709,1883323709,8092535827334261045,0
8086629242262076733,34757157830643026970051827005,64182999029826578144229014669999764285,1869904499,14990006938789327562078240061,3473525673970054005,1868855101,1883323709,8092462160052374328,1883323709,1883323709,1884372285,8092540178133304119,1
8086629242280295741,34757157812196236729739866941,8606171288185424189,1866020724,3473737896946584693,3623486969687260477,1886663741,1885814077,8236650993933830461,1886862653,1883323709,1884372285,8092526984014424363,0
8086629242281344317,34757157793671279987310154045,14990005776659687989339382589,1866037865,8678483994702985277,3623486969687260477,1882806589,1867595069,8092540199612009263,1886862653,1883323709,1884372285,8236637769748793661,0
8086629242277805373,34757157793743322201035599677,8600319665858697533,1919170421,8678483994702985277,3473525673970054005,1886673213,1870085437,1884372285,1883323709,1883323709,1883323709,8242839049669925181,0
8086629242278853949,34757157793677439460006784829,3562177402437054323,1869899380,8678483994702985277,3623486969687260477,1886663741,1916878141,1884372285,1886862653,1883323709,1883323709,8092518213653775677,0
8086629242297072957,34757157812124212125294348605,36963365953009739557312349501,1867413097,3473737896946584693,3623486969687260477,1867397181,1916878141,8236651006821231421,1886862653,1884372285,1883323709,8092540221070076733,0
8086629242298121533,34757157812128720105786987837,8606204286334285676,1866019696,3473737896946584693,3473525673970054005,1886675773,1867595069,8236633418930144573,1883323709,1883323709,1883323709,8092466545217852216,0
8086629203608812861,34757157812118004557539662141,8606156998826868029,1866019702,3473737896946584693,3623486969687260477,1882811197,1916878141,8031174278134186301,1886862653,1884372285,1884372285,8103162585725092157,0
8086629203609861437,34757157812184155257266390333,3623501250367082813,1919186545,3473737896946584693,3623486969687260477,1886679869,1867595069,1884372285,1886862653,1883323709,1884372285,8092535810151574837,0
8086629203606322493,34757157793749514637621546301,15872242968230956939207589181,1866020726,8678483994702985277,3473525673970054005,1868837949,1869036861,8092522581669069611,1883323709,1884372285,1884372285,8092535823037850429,1
8086629203607371069,34757157812256199682935976765,36963162891250934372502682941,1866033780,3473737896946584693,3623486969687260477,1886664765,1883323709,8092462112792332088,1883323709,1883323709,1883323709,8020473839529051453,0
8086629203625590077,34757157812200753484799307581,3562152925353504573,1866031731,3473737896946584693,3623486969687260477,1868836925,1916878141,8092540203905928057,1886862653,1884372285,1884372285,8092522637488252216,0
8086629203626638653,34757157793737435355653426493,2051948861,1869904496,3473737896946584693,3473525673970054005,1868838973,1884174397,1884372285,1886862653,1883323709,1884372285,8092531433563123065,0
8086629203623099709,34757157793671288774761857341,37845958484423506717718434109,1866019695,3473737896946584693,3623486969687260477,1882810173,1867595069,8092462147167471481,1883323709,1884372285,1884372285,8092535805839827255,0
8086629203624148285,34757157812124212108115527997,2003792249,1867413105,3473737896946584693,3623486969687260477,1868852029,1867595069,8092462164347344696,1886862653,1883323709,1884372285,8236651019719042877,0
8086629203642367293,34757157830702952509840256829,65710574571679657794052259911375874877,1869900399,8678483994702985277,3473525673970054005,1886673213,1867595069,1884372285,1886862653,1884372285,1883323709,8092518213657652534,0
8086629203643415869,34757157793749538818337760061,15563075021271975855967068989,1869901424,14990006938789327562078240061,3623486969687260477,1886679869,1867595069,8242825825447465277,1886862653,1883323709,1884372285,8014549666597915965,1
8086629199313845565,34757157793665331921425687357,8600320821152409405,1866035829,8678483994702985277,3473525673970054005,1886678845,1883323709,8242769776127066429,1886862653,1883323709,1884372285,8242825864135732029,0
8086629199314894141,34757157830702976741994351933,3562177385309690173,1866018672,14990006938789327562078240061,3623486969687260477,1886662717,1869036861,8092518239443174187,1886862653,1883323709,1884372285,8092466532331908406,0
8086629199311355197,34757157830642985197167401277,8600319687235419453,1919185522,3473737896946584693,3623486969687260477,1886663741,1885814077,1884372285,1886862653,1883323709,1884372285,8092462142893155641,0
8086629199312403773,34757157812184170968274911549,3551476942427804780,1866036841,8678483994702985277,3623486969687260477,1867396157,1867595069,1884372285,1883323709,1883323709,1883323709,8092531416386070839,0
8086629199330622781,34757157812184166273859928381,3483875656031680364,1919185522,14990006938789327562078240061,3623486969687260477,1882809149,1867595069,8092535818758283573,1883323709,1883323709,1884372285,8014489184854174525,1
8086629199331671357,34757157793665369008504265021,8606157269411249469,1867413103,3473737896946584693,3623486969687260477,1868855101,1916878141,1884372285,1886862653,1883323709,1883323709,8031156642977835837,0
8086629199328132413,34757157812196249906650634557,2019112569,1866033776,3473737896946584693,3623486969687260477,1867395133,1917926717,8092522620294088570,1883323709,1884372285,1884372285,8020469441482545469,1
8086629199329180989,34757157793677448217428316477,292795993725289287070761246532640425987215408445,1866018674,3473737896946584693,3473525673970054005,1882810173,1885814077,1884372285,1886862653,1884372285,1883323709,8092462160053758330,0
8086629199347399997,34757157793754029240970533181,3545795778715214388,1866033777,8678483994702985277,3473525673970054005,1886679869,1884174397,1884372285,1883323709,1883323709,1884372285,8086629229378228541,0
8086629199348448573,34757157812124188215213905213,15562820547933376844218922813,1869885300,8678483994702985277,3473525673970054005,1868836925,1917926717,8236646591611626301,1883323709,1883323709,1883323709,8031169875758107965,0
8086624839922040125,34757157812196249868010213693,8606157007451798845,1867413105,14990006938789327562078240061,3623486969687260477,1867396157,1869036861,8236572924314732861,1886862653,1883323709,1884372285,8092522581672944950,0
8086624839923088701,34757157812128716004109997373,66733695370748992010130947984976198973,1869887345,14990006938789327562078240061,3623486969687260477,1886679869,1867595069,8092540199612015928,1886862653,1883323709,1883323709,8026596963965297469,0
8086624839919549757,34757157793737389214819766589,2051618352,1866037874,8678483994702985277,3623486969687260477,1886664765,1885814077,1884372285,1886862653,1884372285,1883323709,8092457766321480509,0
8086624839920598333,34757157812200777656895894333,3628037861230591293,1867414129,3473737896946584693,3623486969687260477,1886663741,1885814077,8236642197860084541,1883323709,1883323709,1884372285,8020469428627330365,0
8086624839938817341,34757157793737426894566411581,3562178222775807859,1866036849,3473737896946584693,3473525673970054005,1882811197,1867595069,8236581746178611517,1886862653,1884372285,1883323709,8086607243454601533,0
8086624839939865917,34757157627661283766790738237,3545865009309831485,1866037873,14990006938789327562078240061,3623486969687260477,1886676797,1917926717,8092540178117912885,1886862653,1884372285,1884372285,8092531407813955381,1
8086624839936326973,34757157793737431009142656317,862926441,1866032757,3473737896946584693,3623486969687260477,1886678845,1916878141,1884372285,1883323709,1883323709,1884372285,8092527022635567924,0
8086624839937375549,34757157793671260200363717437,15563075021271975855967068989,1869885296,8678483994702985277,3623486969687260477,1886662717,1917926717,8031105008882374973,1883323709,1883323709,1883323709,8092462155744505141,0
8086624839955594557,34757157830643022576269216061,15299435446109486213900097364,1869885290,14990006938789327562078240061,3473525673970054005,1868855101,1884372285,8092466510871030063,1883323709,1883323709,1884372285,8092518217969396089,1
8086624839956643133,34757157793737411213639762237,15564246684530629997019947837,1866035823,8678483994702985277,3623486969687260477,1867411261,1869036861,1884372285,1886862653,1883323709,1883323709,8026601362010364221,0
8086624835627072829,34757157793677452598307864893,15227948188648935621884591421,1866035830,14990006938789327562078240061,3623486969687260477,1886676797,1886862653,8092535827332809527,1886862653,1884372285,1884372285,8092518230836463415,0
8086624835628121405,34757157812112084490580545853,812598131,1867407988,3473737896946584693,3473525673970054005,1886680893,1883323709,8092540178116535605,1883323709,1883323709,1884372285,8242839071126605117,0
8086624835624582461,34757157793677476787566100797,15253372247483705000053521725,1867413097,14990006938789327562078240061,3473525673970054005,1886663741,1916878141,8092540225365036855,1886862653,1883323709,1883323709,8086629225101084989,0
8086624835625631037,34757157812196241406924642621,8661621880072387901,1869902454,3473737896946584693,3623486969687260477,1886675773,1886862653,1884372285,1886862653,1883323709,1884372285,8092518222261873018,0
8086624835643850045,34757157812128704721217996093,3545565688745114941,1919170421,14990006938789327562078240061,3473525673970054005,1882812221,1917926717,8092540225361175862,1883323709,1883323709,1883323709,8092540221070074166,0
8086624835644898621,34757157627661279377298183485,842293621,1867412084,3473737896946584693,3473525673970054005,1867395133,1916878141,1884372285,1883323709,1883323709,1884372285,8092522633175127929,1
8086624835641359677,34757157830643003077149806909,37246051532875544973621148989,1869885300,3473737896946584693,3623486969687260477,1886662717,1870085437,8236651019722908477,1883323709,1883323709,1883323709,8092535823053248377,0
8086624835642408253,34757157793681971638342666557,3562139722692585277,1919185522,3473737896946584693,3623486969687260477,1868852029,1916878141,8092466549510330167,1883323709,1883323709,1884372285,8242825821153871165,0
8086624835660627261,34757157627661246679697810237,15254464294732919178698904392,1869904496,8678483994702985277,3473525673970054005,1886680893,1917926717,8092466540905062777,1883323709,1883323709,1883323709,8026666271866514237,0
8086624835661675837,34757157812128691810560596285,3551706456802414697,1866020726,3473737896946584693,3623486969687260477,1868838973,1870085437,1884372285,1883323709,1883323709,1883323709,8086546761711183677,1
8086624831332105533,34757157793671255806591525693,3634520534542269757,1867409010,8678483994702985277,3473525673970054005,1867409213,1884372285,8092540221103623991,1883323709,1884372285,1883323709,8092457714761224058,0
8086624831333154109,34757157793826062628575208253,14919590662261441267633518397,1867407983,3473737896946584693,3473525673970054005,1868852029,1869036861,8236633414631312701,1883323709,1883323709,1884372285,8092535827331441975,0
8086624831329615165,34757157830643003077099471165,15582163361398145627843935549,1866035823,14990006938789327562078240061,3473525673970054005,1882812221,1886862653,8092531382024889657,1885814077,1883323709,1883323709,8092513785545315128,0
8086624831330663741,34757157812128716004113863997,3623833577855079534,1869903476,3473737896946584693,3473525673970054005,1882806589,1867595069,8092457762005870969,1883323709,1883323709,1883323709,8026675063634879293,0
8086624831348882749,34757157793665353911645328701,15562758051311875720099357011,1866034800,3473737896946584693,3473525673970054005,1882806589,1884174397,1884372285,1886862653,1883323709,1884372285,8092540216788010874,0
8086624831349931325,34757157793826067322957679933,15299435446170847720166876492,1867410031,3473737896946584693,3623486969687260477,1886663741,1886862653,1884372285,1886862653,1883323709,1883323709,8236581694635137341,0
8086624831346392381,34757157812124183525105751357,3490115118231336812,1866032758,8678483994702985277,3473525673970054005,1886673213,1867595069,8092540173841157940,1883323709,1883323709,1883323709,8092462147168846645,0
8086624831347440957,34757157793737431009146531645,36963386133315386411980181315,1869898351,3473737896946584693,3473525673970054005,1868837949,1885814077,8092535810172208953,1883323709,1883323709,1884372285,8092457740547804982,0
8086624831365659965,34757157812190044563684085053,15846918300514344113835505988,1869898346,14990006938789327562078240061,3473525673970054005,1868847421,1866546493,8092540203903115574,1883323709,1883323709,1883323709,8103162602939573053,1
8086624831366708541,34757157793671288787664589117,14943868218718253686170743613,1867395958,3473737896946584693,3623486969687260477,1868838973,1886862653,8092518222260486969,1883323709,1883323709,1884372285,8092518222247577397,0
8086624827037138237,34757157793665344823494529341,3545865009309831485,1919170420,3473737896946584693,3623486969687260477,1886663741,1917926717,1884372285,1886862653,1883323709,1883323709,8086607264916527421,0
8086624827038186813,34757157812272839687615761725,15846918300514344371534380349,1869903472,14990006938789327562078240061,3473525673970054005,1868837949,1867595069,8236577300870680893,1883323709,1884372285,1883323709,8031178671868954941,1
8086624827034647869,34757157793826067030899905853,2051633530,1867413106,3473737896946584693,3623486969687260477,1882796093,1867595069,1884372285,1885814077,1883323709,1883323709,8092518230835022644,1
8086624827035696445,34757157793743341983636805949,15562759157175296648356836413,1867414131,14990006938789327562078240061,3623486969687260477,1886673213,1885814077,8092540225363986297,1883323709,1883323709,1884372285,8103162598608563005,1
8086624827053915453,34757157793665377808840869181,862926384,1869902441,8678483994702985277,3473525673970054005,1869902653,1870085437,8092462112824509240,1883323709,1883323709,1883323709,8026653069124130109,0
8086624827054964029,34757157812112084499206468413,3545795465115479925,1869900406,3473737896946584693,3473525673970054005,1867395133,1886862653,8020469437221127485,1883323709,1883323709,1884372285,8092466532313687353,1
8086624827051425085,34757157812190044280220113213,8599964789893379893,1866018666,14990006938789327562078240061,3623486969687260477,1868836925,1917926717,8092540208184125751,1886862653,1883323709,1884372285,8031104995998919485,0
8086624827052473661,34757157830702948171872953149,14989930292360802897528044861,1869885302,8678483994702985277,3623486969687260477,1886676797,1867595069,1884372285,1886862653,1884372285,1884372285,8086620450499679549,0
8086624827070692669,34757157793743346368851170621,3617590576522149181,1867409009,3473737896946584693,3623486969687260477,1868837949,1917926717,1884372285,1886862653,1884372285,1884372285,8086602853984065853,0
8086624827071741245,34757157793809459964338660157,844722553,1866019690,14990006938789327562078240061,3473525673970054005,1866019901,1883323709,8236637795499327805,1883323709,1883323709,1883323709,8092535775808606005,1
8086624857101909309,34757157830719579659634037053,15253390933839272452420160829,1867411060,3473737896946584693,3473525673970054005,1868836925,1870085437,1884372285,1883323709,1883323709,1884372285,8092518222263306037,1
